"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",38,1,28,0,"1-2 Year","No",2630,52,89,0
"Male",24,1,14,1,"< 1 Year","No",25982,152,104,0
"Male",47,1,8,0,"1-2 Year","Yes",55920,26,220,1
"Male",28,1,22,1,"< 1 Year","No",32886,152,28,0
"Female",50,1,48,1,"1-2 Year","Yes",2630,124,55,0
"Male",22,1,13,1,"< 1 Year","No",20406,152,68,0
"Male",38,1,28,0,"1-2 Year","Yes",36168,122,228,1
"Female",23,1,24,0,"< 1 Year","No",29446,152,189,0
"Female",24,1,36,0,"< 1 Year","Yes",56464,152,250,0
"Male",40,1,50,1,"1-2 Year","No",31506,18,219,0
"Male",44,1,28,1,"1-2 Year","No",28912,124,290,0
"Male",24,1,8,1,"< 1 Year","No",27269,152,128,0
"Female",22,1,8,0,"< 1 Year","Yes",42577,163,201,0
"Male",24,1,15,1,"< 1 Year","No",32533,152,161,0
"Male",40,1,28,0,"1-2 Year","Yes",2630,124,50,0
"Female",31,1,23,0,"1-2 Year","Yes",2630,156,127,1
"Male",41,1,29,0,"1-2 Year","Yes",39475,124,271,1
"Female",40,1,28,1,"1-2 Year","No",31052,26,114,0
"Female",24,1,24,0,"< 1 Year","Yes",27181,152,162,0
"Female",36,1,28,0,"1-2 Year","Yes",49628,26,116,0
"Female",24,1,8,0,"< 1 Year","Yes",48451,152,150,0
"Male",24,1,29,1,"< 1 Year","No",18330,152,180,0
"Female",21,1,45,1,"< 1 Year","No",31392,152,257,0
"Female",45,1,11,0,"1-2 Year","No",27923,124,256,0
"Male",45,1,28,0,"1-2 Year","Yes",51798,122,66,0
"Male",34,1,1,0,"1-2 Year","Yes",2630,124,108,0
"Male",21,1,36,0,"< 1 Year","Yes",35886,152,114,0
"Female",24,1,37,0,"< 1 Year","Yes",29199,152,245,0
"Male",25,1,47,0,"< 1 Year","No",26172,152,280,0
"Male",43,1,8,0,"1-2 Year","No",29706,124,29,0
"Male",38,1,3,0,"1-2 Year","Yes",46225,124,224,1
"Female",73,1,50,0,"1-2 Year","Yes",39217,25,244,0
"Male",63,1,39,0,"1-2 Year","Yes",2630,124,222,1
"Male",42,1,30,1,"1-2 Year","No",27976,124,181,0
"Female",24,1,35,1,"< 1 Year","No",29420,152,56,0
"Male",71,1,11,1,"1-2 Year","No",19865,26,182,0
"Male",22,1,35,1,"< 1 Year","No",35357,160,70,0
"Female",22,1,28,0,"< 1 Year","Yes",2630,152,41,0
"Male",60,1,46,1,"1-2 Year","No",2630,11,133,0
"Male",43,1,28,0,"1-2 Year","Yes",41559,124,220,1
"Male",57,1,28,1,"1-2 Year","No",39997,26,288,0
"Male",59,1,28,0,"> 2 Years","Yes",48516,124,281,0
"Female",22,1,25,1,"< 1 Year","No",2630,152,154,0
"Female",21,1,8,1,"< 1 Year","No",60481,160,216,0
"Male",23,1,27,1,"< 1 Year","No",2630,152,74,0
"Female",28,1,36,0,"< 1 Year","Yes",2630,152,248,0
"Female",21,1,28,0,"1-2 Year","Yes",43516,124,242,0
"Male",63,1,8,0,"1-2 Year","Yes",32486,26,166,1
"Male",39,1,8,0,"1-2 Year","Yes",41536,124,27,0
"Female",22,1,47,1,"< 1 Year","No",34203,152,41,0
"Female",24,1,46,1,"< 1 Year","No",34144,152,221,0
"Male",53,1,41,1,"1-2 Year","No",2630,124,206,0
"Female",47,1,17,0,"1-2 Year","No",36884,124,214,0
"Male",34,1,46,0,"1-2 Year","Yes",21354,26,247,0
"Female",25,1,4,0,"< 1 Year","Yes",24041,152,74,0
"Male",42,1,28,0,"1-2 Year","Yes",31131,124,208,0
"Female",38,1,28,1,"1-2 Year","No",31247,124,111,0
"Male",25,1,6,1,"< 1 Year","No",18658,152,218,0
"Male",27,1,36,1,"< 1 Year","No",2630,152,268,0
"Male",26,1,33,1,"< 1 Year","No",53356,152,45,0
"Male",29,1,35,0,"1-2 Year","Yes",27170,155,201,0
"Male",22,1,2,1,"< 1 Year","No",38309,152,284,0
"Female",35,1,6,1,"1-2 Year","No",39304,152,205,0
"Male",27,1,50,1,"< 1 Year","No",30947,152,142,0
"Male",67,1,35,0,"1-2 Year","Yes",18691,26,221,0
"Female",22,1,36,0,"< 1 Year","No",31470,152,265,0
"Male",44,1,28,0,"1-2 Year","Yes",43305,124,215,0
"Male",44,1,48,0,"1-2 Year","Yes",2630,124,97,1
"Female",40,1,28,0,"1-2 Year","Yes",40394,13,248,0
"Male",40,1,29,1,"1-2 Year","No",36720,26,251,0
"Female",78,1,18,1,"1-2 Year","Yes",32880,124,96,0
"Female",54,1,28,0,"1-2 Year","Yes",2630,13,174,0
"Male",43,1,28,0,"1-2 Year","Yes",50155,124,101,0
"Male",20,1,28,0,"1-2 Year","Yes",40108,26,215,0
"Male",56,1,26,1,"1-2 Year","No",36123,22,171,0
"Female",20,1,11,1,"< 1 Year","No",30378,160,247,0
"Female",34,1,27,0,"1-2 Year","Yes",29652,124,181,0
"Female",34,1,11,0,"1-2 Year","Yes",43707,124,148,1
"Male",20,1,18,1,"< 1 Year","No",2630,160,231,0
"Male",46,1,8,0,"1-2 Year","No",38551,124,195,0
"Male",149,1,50,0,"1-2 Year","Yes",35762,8,253,0
"Female",22,1,31,0,"< 1 Year","Yes",2630,152,64,1
"Male",68,1,36,1,"1-2 Year","No",38257,124,99,0
"Female",55,1,28,0,"1-2 Year","Yes",47958,25,280,0
"Male",23,1,8,1,"< 1 Year","No",28870,152,191,0
"Female",80,1,28,1,"1-2 Year","No",61290,61,32,0
"Female",23,1,6,1,"< 1 Year","No",30978,152,126,0
"Male",47,1,8,0,"> 2 Years","Yes",54636,124,286,0
"Male",24,1,11,1,"< 1 Year","No",27738,152,19,0
"Male",33,1,28,0,"1-2 Year","Yes",25963,124,262,1
"Female",21,1,8,0,"< 1 Year","Yes",36764,160,251,0
"Male",76,1,8,1,"1-2 Year","No",40220,26,244,0
"Male",61,1,28,1,"1-2 Year","No",43566,37,2100,0
"Female",28,1,44,1,"< 1 Year","No",25850,152,156,0
"Male",32,1,28,1,"< 1 Year","No",50455,152,215,0
"Male",49,1,41,0,"1-2 Year","Yes",2630,26,204,0
"Female",41,1,26,0,"1-2 Year","Yes",36055,124,230,0
"Male",47,1,28,1,"1-2 Year","No",2630,124,224,0
"Female",67,1,46,1,"1-2 Year","Yes",35343,26,51,0
"Female",128,1,28,0,"1-2 Year","Yes",45840,147,238,0
"Male",54,1,28,1,"1-2 Year","No",31522,25,214,0
"Female",48,1,28,0,"1-2 Year","Yes",35737,13,135,0
"Male",23,1,29,1,"< 1 Year","No",43102,152,37,0
"Male",54,1,28,0,"1-2 Year","No",39535,26,144,0
"Male",25,1,41,1,"< 1 Year","No",39159,152,101,0
"Male",56,1,11,0,"1-2 Year","Yes",30980,26,106,1
"Male",24,1,28,0,"< 1 Year","Yes",29991,152,66,0
"Female",51,1,28,0,"1-2 Year","Yes",48733,124,36,0
"Female",24,1,11,0,"< 1 Year","Yes",28909,152,66,1
"Male",41,1,28,0,"1-2 Year","Yes",36013,54,84,1
"Male",22,1,30,0,"< 1 Year","Yes",2630,160,22,0
"Male",56,1,28,0,"1-2 Year","Yes",27488,124,228,0
"Female",39,1,28,0,"1-2 Year","Yes",44480,125,259,0
"Male",57,1,28,0,"> 2 Years","Yes",33056,124,151,0
"Female",41,1,21,0,"1-2 Year","Yes",28930,155,272,0
"Male",21,1,3,0,"< 1 Year","Yes",25151,152,178,0
"Female",42,1,28,0,"1-2 Year","Yes",31443,124,21,0
"Male",23,1,39,1,"< 1 Year","No",34134,151,67,0
"Male",31,1,14,0,"< 1 Year","Yes",35274,152,86,1
"Female",22,1,15,1,"< 1 Year","No",28645,152,164,0
"Female",47,1,36,1,"1-2 Year","No",2630,26,234,0
"Female",53,1,27,0,"1-2 Year","Yes",2630,26,34,0
"Female",23,1,50,1,"< 1 Year","No",41449,152,216,0
"Male",50,1,28,1,"1-2 Year","No",44802,26,178,0
"Female",25,1,15,1,"< 1 Year","No",28262,152,121,0
"Female",70,1,5,0,"1-2 Year","Yes",42289,124,195,0
"Male",60,1,33,0,"1-2 Year","Yes",2630,124,235,0
"Male",24,1,40,0,"< 1 Year","No",29327,152,283,0
"Female",42,1,28,0,"1-2 Year","Yes",49031,124,153,0
"Female",59,1,28,0,"1-2 Year","Yes",28019,122,79,0
"Female",25,1,28,0,"< 1 Year","Yes",46417,122,57,0
"Male",44,1,28,0,"1-2 Year","Yes",32585,124,95,1
"Male",53,1,7,0,"> 2 Years","Yes",39528,124,35,0
"Male",39,1,33,0,"1-2 Year","Yes",26557,26,280,0
"Male",114,1,46,0,"1-2 Year","Yes",28814,11,70,0
"Female",42,1,28,0,"1-2 Year","Yes",2630,157,186,1
"Male",31,1,15,1,"< 1 Year","No",36046,152,245,0
"Male",53,1,28,0,"1-2 Year","No",34363,26,174,0
"Female",26,1,29,1,"< 1 Year","No",32401,152,159,0
"Male",55,1,19,1,"1-2 Year","No",31802,26,74,0
"Female",24,1,36,1,"< 1 Year","No",32254,152,20,0
"Female",26,1,8,1,"< 1 Year","No",27804,152,168,0
"Male",30,1,7,0,"< 1 Year","No",2630,1,2970,0
"Female",21,1,28,0,"1-2 Year","Yes",2630,157,91,0
"Male",31,1,28,0,"1-2 Year","Yes",79045,124,85,0
"Male",55,1,46,0,"1-2 Year","Yes",24559,26,29,0
"Female",79,1,28,1,"1-2 Year","No",37075,26,92,0
"Female",45,1,28,0,"1-2 Year","Yes",39490,124,271,0
"Male",20,1,8,1,"< 1 Year","No",44443,160,96,0
"Male",63,1,3,0,"1-2 Year","Yes",43335,26,209,0
"Female",25,1,1,0,"< 1 Year","Yes",2630,152,174,0
"Male",29,1,28,0,"< 1 Year","Yes",36843,124,1001,0
"Male",23,1,14,1,"< 1 Year","No",29187,152,37,0
"Female",39,1,28,0,"1-2 Year","No",50040,124,285,0
"Male",43,1,36,0,"1-2 Year","Yes",43960,26,33,1
"Male",49,1,28,0,"1-2 Year","Yes",39281,124,240,1
"Male",55,1,8,0,"1-2 Year","Yes",36568,124,189,0
"Male",43,1,41,0,"1-2 Year","Yes",28211,26,187,0
"Female",27,1,28,1,"< 1 Year","No",32039,152,16,0
"Male",43,1,30,1,"1-2 Year","No",2630,152,10,0
"Male",39,1,24,0,"1-2 Year","Yes",31393,124,35,1
"Female",69,1,46,1,"1-2 Year","Yes",28980,26,116,0
"Female",63,1,46,0,"1-2 Year","No",28403,21,282,0
"Male",55,1,28,0,"1-2 Year","Yes",38191,122,76,0
"Male",48,1,8,0,"1-2 Year","Yes",35108,124,296,1
"Female",48,1,28,0,"1-2 Year","Yes",50489,26,298,0
"Female",23,1,11,1,"< 1 Year","No",18691,152,144,0
"Male",37,1,12,0,"1-2 Year","Yes",32838,55,250,0
"Male",62,1,28,1,"1-2 Year","No",41880,122,137,0
"Male",41,1,8,0,"1-2 Year","Yes",30335,124,67,0
"Male",47,1,28,0,"1-2 Year","Yes",52315,26,123,1
"Female",38,1,28,0,"1-2 Year","Yes",40297,26,249,1
"Male",22,1,11,0,"< 1 Year","Yes",32569,152,40,0
"Male",54,1,28,0,"1-2 Year","Yes",56669,26,178,0
"Male",22,1,11,1,"< 1 Year","No",28726,152,25,0
"Male",55,1,6,0,"1-2 Year","Yes",31302,4,94,1
"Female",42,1,8,1,"1-2 Year","No",28948,26,69,0
"Female",65,1,28,0,"1-2 Year","Yes",57625,124,49,0
"Female",49,1,28,0,"1-2 Year","Yes",52511,122,200,0
"Female",31,1,2,0,"1-2 Year","Yes",2630,157,23,1
"Male",54,1,8,0,"1-2 Year","Yes",29017,124,107,0
"Male",37,1,29,0,"1-2 Year","Yes",18353,15,168,1
"Male",46,1,28,0,"> 2 Years","Yes",51939,26,123,0
"Male",31,1,3,0,"< 1 Year","Yes",26046,156,206,1
"Male",21,1,23,0,"< 1 Year","No",29774,160,206,0
"Female",52,1,28,0,"1-2 Year","Yes",50980,60,262,1
"Male",23,1,41,0,"< 1 Year","Yes",28116,152,292,0
"Male",41,1,41,0,"1-2 Year","No",2630,157,81,1
"Female",28,1,3,0,"< 1 Year","Yes",20645,163,213,1
"Female",23,1,38,1,"< 1 Year","No",33260,160,95,0
"Female",22,1,35,1,"< 1 Year","No",26114,160,263,0
"Male",20,1,28,0,"1-2 Year","Yes",43809,122,68,0
"Male",45,1,30,0,"1-2 Year","Yes",2630,157,294,1
"Male",62,1,28,0,"1-2 Year","Yes",2630,26,289,0
"Female",24,1,11,0,"< 1 Year","Yes",26497,151,247,0
"Male",47,1,28,0,"1-2 Year","Yes",41999,26,17,1
"Female",24,1,46,1,"< 1 Year","No",29059,152,45,0
"Male",41,1,28,0,"1-2 Year","Yes",26074,26,230,0
"Male",76,1,28,0,"1-2 Year","Yes",56734,26,234,1
"Female",23,1,3,0,"1-2 Year","Yes",31935,124,184,1
"Female",40,1,28,1,"1-2 Year","No",35600,151,182,0
"Male",29,1,50,0,"< 1 Year","Yes",2630,154,85,1
"Male",29,1,41,0,"1-2 Year","Yes",2630,163,47,1
"Female",27,1,28,0,"< 1 Year","Yes",31766,124,128,0
"Male",46,1,28,1,"1-2 Year","No",2630,32,166,0
"Female",43,1,28,0,"1-2 Year","Yes",36448,26,292,0
"Female",52,1,28,0,"1-2 Year","Yes",50001,3,42,1
"Male",61,1,28,1,"1-2 Year","No",54377,26,232,0
"Male",101,1,28,1,"< 1 Year","No",28020,152,110,0
"Male",21,1,28,1,"< 1 Year","No",63392,152,249,0
"Male",76,1,29,0,"1-2 Year","Yes",2630,124,168,0
"Female",27,1,28,1,"< 1 Year","No",48507,26,201,0
"Male",36,1,15,0,"1-2 Year","Yes",2630,156,30,1
"Male",41,1,28,0,"1-2 Year","Yes",24151,26,159,0
"Male",41,1,28,0,"1-2 Year","Yes",29390,157,246,1
"Female",23,1,6,1,"< 1 Year","No",30125,152,42,0
"Female",26,1,21,1,"< 1 Year","No",25771,152,197,0
"Male",37,1,28,0,"1-2 Year","Yes",49603,157,286,0
"Male",27,1,15,1,"< 1 Year","No",26636,152,202,0
"Female",33,1,28,0,"< 1 Year","Yes",33179,124,16,1
"Male",22,1,7,0,"< 1 Year","No",30099,152,37,1
"Male",23,1,35,1,"< 1 Year","No",34056,152,233,0
"Male",24,1,12,1,"< 1 Year","No",25205,152,207,0
"Male",28,1,6,1,"< 1 Year","No",24636,152,13,0
"Male",22,1,2,0,"< 1 Year","Yes",26361,152,10,1
"Female",27,1,37,0,"< 1 Year","Yes",32556,26,242,1
"Female",21,1,9,0,"< 1 Year","Yes",39480,152,116,0
"Female",46,1,8,1,"1-2 Year","No",43069,124,80,0
"Male",70,1,39,0,"1-2 Year","Yes",31073,124,32,0
"Male",56,1,37,0,"1-2 Year","Yes",55866,26,21,0
"Male",37,1,28,0,"1-2 Year","Yes",24810,124,23,1
"Male",72,1,41,0,"1-2 Year","Yes",2630,156,217,0
"Male",35,1,8,1,"1-2 Year","No",29572,152,129,0
"Male",65,1,3,0,"1-2 Year","Yes",24763,124,113,0
"Female",27,1,30,0,"< 1 Year","Yes",31448,151,58,0
"Female",75,1,31,1,"1-2 Year","No",2630,26,39,0
"Female",27,1,28,1,"< 1 Year","No",66006,152,123,0
"Male",52,1,46,0,"1-2 Year","Yes",23072,11,232,0
"Female",57,1,28,0,"1-2 Year","Yes",35378,124,12,0
"Male",55,1,8,1,"1-2 Year","No",45526,26,97,0
"Female",43,1,41,0,"1-2 Year","Yes",36773,122,81,0
"Female",43,1,28,1,"1-2 Year","No",53121,26,33,0
"Male",52,1,3,0,"1-2 Year","Yes",31553,31,281,1
"Female",46,1,26,0,"1-2 Year","Yes",32218,26,234,0
"Male",46,1,24,0,"1-2 Year","Yes",37330,124,132,0
"Male",37,1,8,0,"1-2 Year","Yes",2630,124,72,0
"Female",25,1,12,0,"< 1 Year","Yes",2630,152,264,0
"Male",21,1,35,1,"< 1 Year","No",22735,152,171,0
"Female",49,1,46,0,"1-2 Year","Yes",26392,124,194,0
"Female",24,1,15,0,"< 1 Year","Yes",2630,152,244,0
"Male",50,1,11,1,"1-2 Year","No",34488,26,294,0
"Female",43,1,50,0,"1-2 Year","No",25856,124,106,0
"Female",23,1,15,0,"< 1 Year","No",2630,152,95,0
"Male",65,1,11,0,"> 2 Years","Yes",27317,26,117,1
"Female",46,1,28,1,"1-2 Year","No",33586,26,236,0
"Male",43,1,28,0,"1-2 Year","Yes",47905,124,35,1
"Male",23,1,36,1,"< 1 Year","No",32867,26,40,0
"Male",40,1,43,0,"1-2 Year","No",20610,26,270,0
"Female",23,1,9,0,"< 1 Year","No",29421,152,268,1
"Male",56,1,35,0,"1-2 Year","Yes",27616,26,290,1
"Female",34,1,28,0,"1-2 Year","No",33737,154,123,0
"Male",53,1,28,0,"1-2 Year","Yes",24163,26,96,0
"Male",65,1,50,0,"1-2 Year","Yes",48312,69,105,1
"Male",39,1,41,0,"1-2 Year","Yes",2630,156,219,0
"Male",56,1,28,0,"1-2 Year","Yes",49741,26,231,1
"Male",59,1,28,0,"> 2 Years","Yes",57900,124,238,1
"Male",41,1,1,1,"1-2 Year","No",2630,124,256,0
"Male",23,1,28,0,"< 1 Year","Yes",41097,124,236,1
"Female",32,1,6,1,"< 1 Year","No",26919,152,126,0
"Female",21,1,22,0,"< 1 Year","Yes",2630,160,214,0
"Female",53,1,28,1,"1-2 Year","No",35149,124,267,0
"Male",21,1,46,0,"< 1 Year","Yes",24084,160,232,1
"Female",27,1,25,0,"< 1 Year","Yes",33163,152,53,0
"Male",38,1,30,1,"1-2 Year","No",2630,124,94,0
"Male",48,1,28,1,"1-2 Year","No",34127,52,171,0
"Male",59,1,48,0,"1-2 Year","Yes",2630,156,218,0
"Male",33,1,28,0,"1-2 Year","Yes",37529,124,181,1
"Male",38,1,6,0,"1-2 Year","No",30523,152,124,0
"Female",42,1,8,0,"1-2 Year","Yes",38711,152,260,0
"Male",40,1,1,1,"1-2 Year","No",2630,26,252,0
"Male",66,1,33,0,"1-2 Year","Yes",36994,26,56,0
"Male",24,1,37,0,"< 1 Year","Yes",40620,152,136,0
"Female",40,1,47,0,"1-2 Year","Yes",28759,124,232,0
"Female",46,1,28,0,"1-2 Year","No",53134,26,138,0
"Female",22,1,6,1,"< 1 Year","No",24269,152,150,0
"Female",22,1,29,1,"< 1 Year","No",21920,152,27,0
"Female",31,1,3,0,"< 1 Year","Yes",28970,152,44,0
"Male",49,1,28,0,"1-2 Year","Yes",42644,26,55,0
"Female",35,1,41,0,"1-2 Year","Yes",31615,124,263,1
"Female",34,1,46,0,"1-2 Year","Yes",21744,124,122,1
"Female",56,1,28,0,"1-2 Year","Yes",65790,26,71,1
"Male",60,1,8,0,"1-2 Year","Yes",99715,26,97,1
"Female",23,1,11,1,"< 1 Year","No",32746,152,73,0
"Female",48,1,8,0,"1-2 Year","Yes",37926,124,31,1
"Male",30,1,16,1,"< 1 Year","No",33647,152,120,0
"Male",79,1,52,1,"1-2 Year","No",55938,26,98,0
"Female",72,1,31,0,"> 2 Years","Yes",2630,124,21,0
"Male",45,1,28,1,"1-2 Year","No",49528,26,100,0
"Female",43,1,7,0,"1-2 Year","Yes",2630,156,247,1
"Male",42,1,28,1,"1-2 Year","No",29593,26,113,0
"Male",22,1,36,1,"< 1 Year","No",32993,152,232,0
"Female",29,1,30,1,"< 1 Year","No",26539,152,234,0
"Female",54,1,41,0,"1-2 Year","Yes",28944,124,54,0
"Male",21,1,2,0,"< 1 Year","Yes",22908,152,163,0
"Female",40,1,50,1,"1-2 Year","No",31556,8,267,0
"Female",24,1,8,1,"< 1 Year","No",37609,152,99,0
"Male",62,1,19,1,"1-2 Year","No",31835,124,277,0
"Female",37,1,41,1,"1-2 Year","No",49937,26,262,0
"Female",65,1,8,1,"1-2 Year","No",42205,124,158,0
"Male",78,1,28,0,"1-2 Year","Yes",27645,26,149,0
"Female",73,1,2,0,"1-2 Year","Yes",23359,152,290,0
"Male",22,1,13,1,"< 1 Year","No",31182,152,56,0
"Male",49,1,22,1,"1-2 Year","Yes",27052,26,253,0
"Female",48,1,28,1,"1-2 Year","No",47607,37,36,0
"Female",22,1,36,1,"< 1 Year","No",40950,152,15,0
"Male",62,1,8,1,"1-2 Year","No",2630,152,52,0
"Male",41,1,3,1,"1-2 Year","No",2630,156,170,0
"Female",49,1,8,0,"1-2 Year","Yes",2630,26,235,1
"Male",56,1,41,0,"1-2 Year","Yes",2630,155,240,1
"Male",26,1,18,0,"< 1 Year","Yes",2630,160,189,0
"Male",48,1,28,0,"1-2 Year","Yes",37297,26,133,1
"Male",46,1,41,0,"1-2 Year","Yes",40935,26,56,0
"Male",56,1,50,1,"1-2 Year","No",45510,8,195,0
"Male",44,1,18,0,"1-2 Year","Yes",31338,26,249,1
"Male",51,1,28,0,"1-2 Year","Yes",37788,124,297,0
"Female",64,1,47,1,"1-2 Year","No",43588,26,239,0
"Female",22,1,37,0,"< 1 Year","Yes",32365,152,218,0
"Male",58,1,28,0,"1-2 Year","Yes",36819,124,65,0
"Male",129,1,28,1,"1-2 Year","No",2630,122,161,0
"Male",22,1,13,0,"< 1 Year","Yes",23983,152,159,0
"Male",50,1,28,0,"1-2 Year","Yes",43511,26,130,0
"Female",22,1,15,0,"< 1 Year","Yes",40401,152,247,0
"Female",39,1,11,1,"1-2 Year","No",50205,26,219,0
"Male",73,1,3,0,"1-2 Year","Yes",28289,124,207,1
"Female",50,1,8,0,"1-2 Year","Yes",53222,26,140,1
"Female",22,1,8,1,"< 1 Year","No",29240,160,295,0
"Male",53,1,28,0,"1-2 Year","Yes",47516,124,119,1
"Female",24,1,10,0,"< 1 Year","No",28056,152,64,0
"Male",25,1,36,0,"< 1 Year","Yes",33654,152,126,0
"Male",41,1,29,0,"1-2 Year","Yes",36690,163,80,1
"Female",51,1,28,0,"> 2 Years","Yes",41645,124,250,0
"Male",37,1,28,0,"1-2 Year","Yes",28537,122,197,1
"Female",22,1,8,1,"< 1 Year","No",65358,152,94,0
"Female",22,1,36,0,"< 1 Year","No",39081,152,102,0
"Male",20,1,46,1,"< 1 Year","No",35358,160,232,0
"Male",40,1,39,1,"1-2 Year","No",28111,124,124,0
"Male",53,1,19,0,"1-2 Year","Yes",28164,26,230,1
"Female",35,1,3,0,"1-2 Year","Yes",35191,124,170,1
"Female",52,1,3,1,"1-2 Year","No",32148,26,63,0
"Female",25,1,25,0,"< 1 Year","No",28601,152,142,0
"Female",28,1,50,1,"< 1 Year","No",21496,152,108,0
"Male",39,1,48,0,"1-2 Year","Yes",2630,157,31,0
"Male",59,1,28,0,"1-2 Year","Yes",45073,26,35,1
"Female",75,1,3,1,"1-2 Year","No",36972,26,206,0
"Male",24,1,15,0,"< 1 Year","Yes",39443,152,51,1
"Male",55,1,3,0,"1-2 Year","Yes",2630,156,289,0
"Male",22,1,15,1,"< 1 Year","No",28074,152,221,0
"Female",58,1,28,1,"1-2 Year","No",40890,152,170,0
"Female",51,1,28,1,"1-2 Year","No",42781,124,218,0
"Male",46,1,21,1,"1-2 Year","No",2630,160,65,0
"Female",23,1,28,0,"1-2 Year","Yes",29627,154,171,0
"Male",32,1,50,0,"1-2 Year","Yes",2630,18,232,0
"Male",42,1,28,0,"1-2 Year","Yes",25197,124,11,0
"Male",26,1,25,1,"< 1 Year","No",2630,152,39,0
"Male",26,1,39,1,"< 1 Year","No",33711,160,289,0
"Female",37,1,37,0,"1-2 Year","Yes",2630,157,111,1
"Male",49,1,28,0,"1-2 Year","Yes",42714,8,61,0
"Female",27,1,28,1,"< 1 Year","No",33137,152,253,0
"Female",48,1,35,1,"1-2 Year","No",46973,124,293,0
"Female",67,1,28,0,"1-2 Year","Yes",40511,24,81,0
"Male",38,1,28,0,"1-2 Year","Yes",26083,124,145,1
"Male",34,1,28,0,"1-2 Year","Yes",22923,154,39,1
"Female",75,1,28,0,"1-2 Year","Yes",41375,26,21,0
"Male",39,1,8,0,"1-2 Year","Yes",33098,124,138,0
"Female",59,1,28,0,"1-2 Year","Yes",34848,26,244,0
"Male",66,1,6,0,"1-2 Year","No",38375,26,192,0
"Female",47,1,8,0,"1-2 Year","Yes",32823,26,271,0
"Male",42,1,41,0,"1-2 Year","Yes",32626,124,253,1
"Male",51,1,19,0,"1-2 Year","Yes",2630,124,42,0
"Male",25,1,28,1,"< 1 Year","No",30912,151,33,0
"Male",50,1,28,0,"1-2 Year","Yes",22478,26,228,1
"Male",50,1,28,0,"1-2 Year","Yes",49182,26,58,0
"Male",45,1,28,0,"1-2 Year","Yes",40394,26,235,1
"Female",24,1,36,0,"< 1 Year","Yes",33910,152,153,1
"Male",43,1,28,0,"1-2 Year","Yes",36829,124,216,1
"Male",51,1,28,0,"> 2 Years","Yes",47028,26,262,1
"Male",22,1,28,0,"< 1 Year","Yes",60413,152,88,0
"Male",44,1,30,0,"1-2 Year","Yes",33557,124,72,1
"Male",48,1,46,1,"1-2 Year","No",39649,26,120,0
"Female",23,1,36,1,"< 1 Year","No",59943,152,174,0
"Female",21,1,49,0,"< 1 Year","Yes",32933,152,91,0
"Female",43,1,50,0,"1-2 Year","Yes",23195,124,227,0
"Female",51,1,33,0,"1-2 Year","Yes",31266,163,48,1
"Male",54,1,46,0,"1-2 Year","Yes",21531,26,192,0
"Male",55,1,28,0,"1-2 Year","Yes",43057,26,154,0
"Female",41,1,28,0,"1-2 Year","Yes",34666,124,70,1
"Male",30,1,35,0,"1-2 Year","Yes",29726,124,296,0
"Male",29,1,28,1,"< 1 Year","No",62393,152,265,0
"Female",78,1,47,0,"> 2 Years","Yes",25269,26,147,0
"Female",60,1,28,1,"1-2 Year","No",36465,26,156,0
"Female",54,1,48,0,"1-2 Year","Yes",2630,15,266,0
"Male",42,1,41,0,"1-2 Year","Yes",22736,124,24,0
"Male",30,1,50,1,"< 1 Year","No",35033,152,228,0
"Male",41,1,28,0,"1-2 Year","Yes",47744,26,274,1
"Female",21,1,32,0,"< 1 Year","No",30241,160,62,0
"Female",26,1,15,1,"< 1 Year","No",38310,152,156,0
"Male",70,1,28,0,"1-2 Year","Yes",26553,26,26,1
"Female",46,1,28,0,"> 2 Years","Yes",40790,26,43,0
"Male",23,1,28,1,"< 1 Year","No",40729,152,214,0
"Male",22,1,8,1,"< 1 Year","Yes",41670,152,100,0
"Male",30,1,35,0,"< 1 Year","Yes",29711,152,91,1
"Male",40,1,28,0,"1-2 Year","Yes",33668,26,262,0
"Female",39,1,28,0,"1-2 Year","No",39714,26,140,0
"Female",40,1,37,0,"1-2 Year","Yes",34508,128,135,1
"Female",26,1,21,1,"< 1 Year","No",25688,152,118,0
"Male",37,1,8,0,"1-2 Year","Yes",37274,124,820,1
"Male",50,1,28,0,"1-2 Year","Yes",44962,124,92,0
"Male",28,1,21,1,"< 1 Year","No",29718,152,3776,0
"Female",22,1,2,1,"< 1 Year","No",29413,152,58,0
"Female",23,1,29,1,"< 1 Year","No",2630,160,240,0
"Male",52,1,15,1,"1-2 Year","No",33260,26,82,0
"Female",26,1,8,1,"< 1 Year","No",46881,152,287,0
"Female",24,1,45,1,"< 1 Year","No",26094,152,201,0
"Male",41,1,15,0,"1-2 Year","Yes",2630,160,159,1
"Male",46,1,7,0,"1-2 Year","Yes",2630,124,126,1
"Male",23,1,8,1,"< 1 Year","No",40214,152,28,0
"Male",23,1,39,1,"< 1 Year","No",2630,152,36,0
"Male",46,1,11,1,"1-2 Year","No",2630,26,13,0
"Female",39,1,8,0,"1-2 Year","Yes",2630,157,191,0
"Male",24,1,33,0,"< 1 Year","Yes",2630,152,252,0
"Female",61,1,8,0,"1-2 Year","Yes",44473,124,266,0
"Male",50,1,28,0,"1-2 Year","Yes",2630,26,142,0
